機種名,規格,廠商,站數,有庫存,最低價,最高價,價差,價差%,最便宜店家,ホームスロット 價格,ホームスロット 連結,A-SLOT 價格,A-SLOT 連結,イニシャルP (FC2) 價格,イニシャルP (FC2) 連結,行情排名,行情價,本週漲跌,上市週數,備註
大東音響 リズムボーイズマスター 2ch対応,4号機,,1,否,82020,82020,0,0.0,A-SLOT,,,82020,https://www.a-slot.com/SHOP/daitoonkyo1.html,,,,-,,,
極閃ぱちんこ CRうしおととら1900,,大一,1,否,86000,86000,0,0.0,ホームスロット,86000,https://home-slot.net/SHOP/p-daiichi203.html,,,,,,-,,,
極閃ぱちんこ CRうしおととら2700,,大一,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-daiichi113.html,,,,,,-,,,
極閃ぱちんこ CRうしおととら3200,,大一,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-daiichi112.html,,,,,,-,,,
西陣 CR ALL2025 with 100,,,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-nishijinn122.html,,,,,,-,,,
西陣 CR交響詩篇エウレカセブンF 白枠,,,1,否,40844,40844,0,0.0,ホームスロット,40844,https://home-slot.net/SHOP/p-nishijinn18.html,,,,,,-,,,
西陣 CR春夏秋冬~HIGHビスカス~GL,,,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-nishijinn110.html,,,,,,-,,,
西陣 PAモモキュンtheドラム GLA,,,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-nishijinn208.html,,,,,,-,,,
西陣 ベルサイユのばら~革命への序曲~FA,P,,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-nishijinn213.html,,,,,,-,,,
西陣 花満開 月光 THE FINAL GCA,P,,1,是,56400,56400,0,0.0,ホームスロット,56400,https://home-slot.net/SHOP/p-nishijinn253.html,,,,,,-,,,
豊丸 CRAバーストエンジェル VV 甘デジ,,,1,否,171000,171000,0,0.0,ホームスロット,171000,https://home-slot.net/SHOP/p-toyomaru4.html,,,,,,-,,,
豊丸 CRウィッチブレイド 399WST,,,1,否,42444,42444,0,0.0,ホームスロット,42444,https://home-slot.net/SHOP/p-toyomaru21.html,,,,,,-,,,
豊丸 CRコマコマ倶楽部@エイジセレクト,,,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-toyomaru202.html,,,,,,-,,,
豊丸 CRナポレオン 獅子の時代 ZIII,,,1,否,70556,70556,0,0.0,ホームスロット,70556,https://home-slot.net/SHOP/p-toyomaru20.html,,,,,,-,,,
豊丸 CR餃子の王将3 大盛5000SS,,,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-toyomaru84.html,,,,,,-,,,
銀座 甲鉄城のカバネリ 319 覚醒Ver.,P,,1,是,137000,137000,0,0.0,ホームスロット,137000,https://home-slot.net/SHOP/p-ginza203.html,,,,,,-,,,
高尾 CR弾球黙示録カイジ2 兵藤 甘デジ,,,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-takao43.html,,,,,,-,,,
高尾 CR弾球黙示録カイジ沼2 人喰い沼,,,1,否,186300,186300,0,0.0,ホームスロット,186300,https://home-slot.net/SHOP/p-takao47.html,,,,,,-,,,
高尾 CR弾球黙示録カイジ沼2 欲望の沼,,,1,否,40407,40407,0,0.0,ホームスロット,40407,https://home-slot.net/SHOP/p-takao49.html,,,,,,-,,,
高尾 P ROKUROKU 6000Ver.,,,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-takao216.html,,,,,,-,,,
高尾 らんま1 2 熱血格闘遊戯 99Ver.,P,,1,否,71600,71600,0,0.0,ホームスロット,71600,https://home-slot.net/SHOP/p-takao243.html,,,,,,-,,,
高尾 クイーンズブレイド3 ナナエルVer.,P,,1,是,57600,57600,0,0.0,ホームスロット,57600,https://home-slot.net/SHOP/p-takao219.html,,,,,,-,,,
高尾 安心ぱちんこキレパンダinリゾート,P,,1,否,71600,71600,0,0.0,ホームスロット,71600,https://home-slot.net/SHOP/p-takao226.html,,,,,,-,,,
高尾 弾球黙示録カイジ沼4 ざわっ...Ver.,P,,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-takao220.html,,,,,,-,,,
高尾 弾球黙示録カイジ沼4 カイジVer.,P,,1,否,62800,62800,0,0.0,ホームスロット,62800,https://home-slot.net/SHOP/p-takao214.html,,,,,,-,,,
高尾 閃乱カグラ2 パイまみれ99Ver.,P,,1,否,71600,71600,0,0.0,ホームスロット,71600,https://home-slot.net/SHOP/p-takao231.html,,,,,,-,,,
2号機 キューティーフルーツS No.5998,,Sammy,1,否,70200,70200,0,0.0,A-SLOT,,,70200,https://www.a-slot.com/SHOP/sammy_cutyfruits_kasugai.html,,,,-,,,
3号機 スーパープラネット ホワイトパネル,,山佐,1,是,89000,89000,0,0.0,A-SLOT,,,89000,https://www.a-slot.com/SHOP/yamasa_superplanett_white.html,,,,-,,,
BON JOVI ボンジョビ 2ch対応,,北電子,1,否,78500,78500,0,0.0,A-SLOT,,,78500,https://www.a-slot.com/SHOP/kitadenshi27.html,,,,-,,,
CR0009 RE CYBORG S K1,,ニューギン,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-newgin133.html,,,,,,-,,,
CR009 RE CYBORG S2R K,,ニューギン,1,否,89800,89800,0,0.0,ホームスロット,89800,https://home-slot.net/SHOP/p-newgin108.html,,,,,,-,,,
CRA宇宙戦艦ヤマト2 FPW 甘デジ,,藤商事,1,否,58334,58334,0,0.0,ホームスロット,58334,https://home-slot.net/SHOP/p-huji16.html,,,,,,-,,,
CRA牙狼金色になれ~ザルバとの契約~,,,1,否,92400,92400,0,0.0,ホームスロット,92400,https://home-slot.net/SHOP/p-SANSEI82.html,,,,,,-,,,
CRFマクロスフロンティア 魂 キラッ☆,,SANKYO,1,否,57700,57700,0,0.0,ホームスロット,57700,https://home-slot.net/SHOP/p-sankyo60.html,,,,,,-,,,
CR RAVEエンドレスバトルFPS,,藤商事,1,否,39287,39287,0,0.0,ホームスロット,39287,https://home-slot.net/SHOP/p-fuji63.html,,,,,,-,,,
CRぱちんこ冬のソナタ M62TF2,,京楽,1,否,302600,302600,0,0.0,ホームスロット,302600,https://home-slot.net/SHOP/p-kyoraku5.html,,,,,,-,,,
CRびっくりぱちんこ 爽快 水戸黄門2,,京楽,1,否,154800,154800,0,0.0,ホームスロット,154800,https://home-slot.net/SHOP/p-kyoraku36.html,,,,,,-,,,
CRびっくりぱちんこ銀河鉄道999,,京楽,1,否,41935,41935,0,0.0,ホームスロット,41935,https://home-slot.net/SHOP/p-kyoraku51.html,,,,,,-,,,
CRまわるん 釣りバカ日誌~真鯛編~YD,,SANYO,1,否,59000,59000,0,0.0,ホームスロット,59000,https://home-slot.net/SHOP/p-sanyo79.html,,,,,,-,,,
CRめぞん一刻~桜の下で~9AU 甘デジ,,平和,1,否,71600,71600,0,0.0,ホームスロット,71600,https://home-slot.net/SHOP/p-heiwa75.html,,,,,,-,,,
CRコブラ~追憶のシンフォニア~N2 T,,ニューギン,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-newgin158.html,,,,,,-,,,
CRジュラシックパークMAX FPF1,,藤商事,1,否,216200,216200,0,0.0,ホームスロット,216200,https://home-slot.net/SHOP/p-huji2.html,,,,,,-,,,
CRスーパー海物語 IN 沖縄3 桜マックス,,SANYO,1,否,226300,226300,0,0.0,ホームスロット,226300,https://home-slot.net/SHOP/p-sanyo74.html,,,,,,-,,,
CRデッドオアアライブ 分割配送不可,,大一,1,否,37250,37250,0,0.0,ホームスロット,37250,https://home-slot.net/SHOP/p-daiichi51.html,,,,,,-,,,
CRドラセグ199ver. 2ch対応,,SANYO,1,否,71600,71600,0,0.0,ホームスロット,71600,https://home-slot.net/SHOP/p-sanyo67.html,,,,,,-,,,
CRバジリスク~甲賀忍法帖~弦之介の章,,メーシー,1,否,65300,65300,0,0.0,ホームスロット,65300,https://home-slot.net/SHOP/p-macy11.html,,,,,,-,,,
CRバットマン 灼熱のゴッサムシティ,,メーシー,1,否,22700,22700,0,0.0,ホームスロット,22700,https://home-slot.net/SHOP/p-macy1.html,,,,,,-,,,
CRフィーバーa nation99ver.,,SANKYO,1,否,59000,59000,0,0.0,ホームスロット,59000,https://home-slot.net/SHOP/p-sankyo134.html,,,,,,-,,,
CRフィーバーマクロスフロンティア2F,,SANKYO,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-sankyo119.html,,,,,,-,,,
CRフィーバー創聖のアクエリオン 転翅篇α,,SANKYO,1,否,116000,116000,0,0.0,ホームスロット,116000,https://home-slot.net/SHOP/p-sankyo46.html,,,,,,-,,,
CRフィーバー大夏祭り MF T もえVer,,SANKYO,1,否,86000,86000,0,0.0,ホームスロット,86000,https://home-slot.net/SHOP/p-sankyo5.html,,,,,,-,,,
CRフィーバー覇王伝 零 これで終わり ??魂7,,SANKYO,1,否,39287,39287,0,0.0,ホームスロット,39287,https://home-slot.net/SHOP/p-sankyo71.html,,,,,,-,,,
CRフィーバー超時空要塞マクロスSFW,,SANKYO,1,否,43988,43988,0,0.0,ホームスロット,43988,https://home-slot.net/SHOP/p-sankyo19.html,,,,,,-,,,
CRマッハGoGoGo GP7000,,七匠,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-nanashow201.html,,,,,,-,,,
CRモンスターキャッスルMH60Z2,,竹屋,1,否,52629,52629,0,0.0,ホームスロット,52629,https://home-slot.net/SHOP/p-takeya5.html,,,,,,-,,,
CRモンスターキャッスルTK60Z2,,竹屋,1,否,51713,51713,0,0.0,ホームスロット,51713,https://home-slot.net/SHOP/p-takeya8.html,,,,,,-,,,
CR中川翔子~アニソンは世界をつなぐ~,,ニューギン,1,否,71600,71600,0,0.0,ホームスロット,71600,https://home-slot.net/SHOP/p-newgin157.html,,,,,,-,,,
CR中森明菜 歌姫伝説~恋も二度目なら~,,大一,1,否,111100,111100,0,0.0,ホームスロット,111100,https://home-slot.net/SHOP/p-daiichi30.html,,,,,,-,,,
CR吉宗3 越後屋らんどOPENの巻,,大都技研,1,否,116000,116000,0,0.0,ホームスロット,116000,https://home-slot.net/SHOP/p-daito14.html,,,,,,-,,,
CR吉宗4 天昇飛躍の極 219ver.,,大都技研,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-daito27.html,,,,,,-,,,
CR哲也~雀聖と呼ばれた男~天運Ver,,大一,1,否,37963,37963,0,0.0,ホームスロット,37963,https://home-slot.net/SHOP/p-daiichi25.html,,,,,,-,,,
CR大海物語4 BLACK 2ch対応,,SANYO,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-sanyo200.html,,,,,,-,,,
CR天下一閃?完全突破1600ver.,,大一,1,否,72900,72900,0,0.0,ホームスロット,72900,https://home-slot.net/SHOP/p-daiichi111.html,,,,,,-,,,
CR宮廷女官チャングムの誓いFVA,,Sammy,1,否,41935,41935,0,0.0,ホームスロット,41935,https://home-slot.net/SHOP/p-sammy13.html,,,,,,-,,,
CR機動警察パトレイバー 99バージョン,,SANYO,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-sanyo101.html,,,,,,-,,,
CR百花繚乱 サムライガールズM5AX,,平和,1,否,111100,111100,0,0.0,ホームスロット,111100,https://home-slot.net/SHOP/p-heiwa104.html,,,,,,-,,,
CR秘宝伝 MAX Ver.C2N2 赤枠,,大都技研,1,否,41935,41935,0,0.0,ホームスロット,41935,https://home-slot.net/SHOP/p-daito4.html,,,,,,-,,,
CR秘宝伝 ミドル Ver.C2N6 赤枠,,大都技研,1,否,41935,41935,0,0.0,ホームスロット,41935,https://home-slot.net/SHOP/p-daito6.html,,,,,,-,,,
CR花の慶次~斬H6‐V プレミアム仕様,,ニューギン,1,否,160900,160900,0,0.0,ホームスロット,160900,https://home-slot.net/SHOP/p-newgin4.html,,,,,,-,,,
CR遊技性ミリオンアーサー199ver.,,ミズホ,1,否,92400,92400,0,0.0,ホームスロット,92400,https://home-slot.net/SHOP/p-mizuho201.html,,,,,,-,,,
D light カケグルイ 219ver.,スマパチ,,1,是,548400,548400,0,0.0,ホームスロット,548400,https://home-slot.net/SHOP/p-dlight242.html,,,,,,-,,,
EXCITE ZETMAN ゼットマン,,,1,否,78500,78500,0,0.0,A-SLOT,,,78500,https://www.a-slot.com/SHOP/excite18.html,,,,-,,,
KPE 戦国コレクション2 サマーVer.,,,1,是,64100,64100,0,0.0,A-SLOT,,,64100,https://www.a-slot.com/SHOP/kpe51.html,,,,-,,,
L D4DJ Pachi Slot Mix,スマスロ,京楽,1,否,68500,68500,0,0.0,ホームスロット,68500,https://home-slot.net/SHOP/s-kyoraku208.html,,,,,,-,,,
NET リオデカーニバル セカンドパネル,4号機,,1,否,57150,57150,0,0.0,A-SLOT,,,57150,https://www.a-slot.com/SHOP/net36.html,,,,-,,,
PAストライクウィッチーズ 2ch対応,,SANYO,1,是,55200,55200,0,0.0,ホームスロット,55200,https://home-slot.net/SHOP/p-sanyo209.html,,,,,,-,,,
PAフィーバースーパー戦隊LIGHT ver.,,SANKYO,1,是,55200,55200,0,0.0,ホームスロット,55200,https://home-slot.net/SHOP/p-sankyo227.html,,,,,,-,,,
SLOTバジリスク~甲賀忍法帖~III,,エレコ,1,是,45100,45100,0,0.0,A-SLOT,,,45100,https://www.a-slot.com/SHOP/eleco73.html,,,,-,,,
SNKプレイモア ドキドキあかずきん,,,1,否,48226,48226,0,0.0,ホームスロット,48226,https://home-slot.net/SHOP/s-snk9.html,,,,,,-,,,
SNKプレイモア 神たま 龍神様Ver,,,1,否,38599,38599,0,0.0,ホームスロット,38599,https://home-slot.net/SHOP/s-snk12.html,,,,,,-,,,
ぱちんこCR北斗の拳 HVJT ラオウ,,Sammy,1,否,49371,49371,0,0.0,ホームスロット,49371,https://home-slot.net/SHOP/p-sammy2.html,,,,,,-,,,
ぱちんこCR真 北斗無双219Ver.,,Sammy,1,是,75300,75300,0,0.0,ホームスロット,75300,https://home-slot.net/SHOP/p-sammy93.html,,,,,,-,,,
ぱちんこCR鉄のラインバレルLTN,,Sammy,1,否,59000,59000,0,0.0,ホームスロット,59000,https://home-slot.net/SHOP/p-sammy55.html,,,,,,-,,,
ぱちんこCR鬼浜 ブッちぎりver. 機,,ベルコ,1,否,59000,59000,0,0.0,ホームスロット,59000,https://home-slot.net/SHOP/p-bellco4.html,,,,,,-,,,
ぱちんこCR鬼浜 恋セヨ乙女ver. 機,,ベルコ,1,否,86000,86000,0,0.0,ホームスロット,86000,https://home-slot.net/SHOP/p-bellco5.html,,,,,,-,,,
ぱちんこ 乃木坂46 トレジャースペック,,京楽,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-kyoraku226.html,,,,,,-,,,
ぱちんこ 仮面ライダー 闇のライダーver.,,京楽,1,否,76600,76600,0,0.0,ホームスロット,76600,https://home-slot.net/SHOP/p-kyoraku223.html,,,,,,-,,,
ぱちんこ 劇場版 魔法少女まどか☆マギカ,P,京楽,1,是,57600,57600,0,0.0,ホームスロット,57600,https://home-slot.net/SHOP/p-kyoraku209.html,,,,,,-,,,
アズールレーン THE ANIMATION,スマスロ,京楽,1,是,245000,245000,0,0.0,ホームスロット,245000,https://home-slot.net/SHOP/s-kyoraku212.html,,,,,50,-,,55,
アミューズメント 実況BINGO倶楽部,,KONAMI,1,是,45100,45100,0,0.0,A-SLOT,,,45100,https://www.a-slot.com/SHOP/konami201.html,,,,-,,,
アムテックス CRAトキオプレミアム,,,1,否,71600,71600,0,0.0,ホームスロット,71600,https://home-slot.net/SHOP/p-amutex7.html,,,,,,-,,,
アムテックス CRAネオビッグシューター,,,1,否,71600,71600,0,0.0,ホームスロット,71600,https://home-slot.net/SHOP/p-amutex2.html,,,,,,-,,,
アムテックス CRAビッグシューターゼロ,,,1,否,71600,71600,0,0.0,ホームスロット,71600,https://home-slot.net/SHOP/p-amutex5.html,,,,,,-,,,
アムテックス CRA祭りだ!サブちゃん,,,1,否,86000,86000,0,0.0,ホームスロット,86000,https://home-slot.net/SHOP/p-amutex6.html,,,,,,-,,,
アムテックス e86 エイティシックス,スマパチ,,1,是,376700,376700,0,0.0,ホームスロット,376700,https://home-slot.net/SHOP/p-amutex253.html,,,,,,-,,,
アムテックス トキオブラック4500,P,,1,是,59000,59000,0,0.0,ホームスロット,59000,https://home-slot.net/SHOP/p-amutex208.html,,,,,,-,,,
アムテックス ニュートキオ ハカマタイプ,P,,1,否,116000,116000,0,0.0,ホームスロット,116000,https://home-slot.net/SHOP/p-amutex221.html,,,,,,-,,,
アムテックス 南国育ち~デカパトver.~,P,,1,是,65300,65300,0,0.0,ホームスロット,65300,https://home-slot.net/SHOP/p-amutex210.html,,,,,,-,,,
アラジン2エボリューション 復刻パネル,4号機,Sammy,1,是,64800,64800,0,0.0,A-SLOT,,,64800,https://www.a-slot.com/SHOP/sammy43.html,,,,-,,,
アリストクラート 巨人の星3 2ch対応,4号機,,1,否,69820,69820,0,0.0,A-SLOT,,,69820,https://www.a-slot.com/SHOP/aristocrat23.html,,,,-,,,
アルゼ クランキーコンテスト 2ch対応,4号機,,1,否,45100,45100,0,0.0,A-SLOT,,,45100,https://www.a-slot.com/SHOP/eleco21.html,,,,-,,,
アルゼ ビーマックス B MAX 2ch対応,4号機,,1,否,75120,75120,0,0.0,A-SLOT,,,75120,https://www.a-slot.com/SHOP/eleco66.html,,,,-,,,
エース電研 CR上へまいりま~す3 JRX,,,1,否,44278,44278,0,0.0,ホームスロット,44278,https://home-slot.net/SHOP/p-ace3.html,,,,,,-,,,
エース電研 CR上へまいりま~す4 ELV,,,1,否,44176,44176,0,0.0,ホームスロット,44176,https://home-slot.net/SHOP/p-ace30.html,,,,,,-,,,
エース電研 CR上へまいりま~す4 KRX,,,1,否,116000,116000,0,0.0,ホームスロット,116000,https://home-slot.net/SHOP/p-ace37.html,,,,,,-,,,
エース電研 CR上へまいりま~す4 PRW,,,1,否,42444,42444,0,0.0,ホームスロット,42444,https://home-slot.net/SHOP/p-ace38.html,,,,,,-,,,
エース電研 CR押忍!!空手部 激闘編MNA,,,1,否,47435,47435,0,0.0,ホームスロット,47435,https://home-slot.net/SHOP/p-ace46.html,,,,,,-,,,
オッケー. CRぱちんこGANTZ ガンツ,,,1,否,86000,86000,0,0.0,ホームスロット,86000,https://home-slot.net/SHOP/p-ok8.html,,,,,,-,,,
オッケー.CR新世紀ぱちんこベルセルク,,,1,否,186300,186300,0,0.0,ホームスロット,186300,https://home-slot.net/SHOP/p-ok3.html,,,,,,-,,,
オッケー. ぱちんこウルトラセブン超乱舞,,,1,否,61400,61400,0,0.0,ホームスロット,61400,https://home-slot.net/SHOP/p-ok205.html,,,,,,-,,,
オッケー. ぱちんこ ウルトラマンタロウ2,,,1,否,86000,86000,0,0.0,ホームスロット,86000,https://home-slot.net/SHOP/p-ok208.html,,,,,,-,,,
オッケー. ぱちんこ 魔法少女まどか☆マギカ,,,1,否,71600,71600,0,0.0,ホームスロット,71600,https://home-slot.net/SHOP/p-kyoraku88.html,,,,,,-,,,
ガオガオフェスティバルS 2ch対応,,SANKYO,1,否,51500,51500,0,0.0,A-SLOT,,,51500,https://www.a-slot.com/SHOP/sankyo16.html,,,,-,,,
ガメラ ハイグレードビジョン 2ch対応,,ロデオ,1,是,99800,99800,0,0.0,A-SLOT,,,99800,https://www.a-slot.com/SHOP/rodeo5.html,,,,-,,,
グレートキングハナハナ 30 パネル不問,,パイオニア,1,否,114800,114800,0,0.0,A-SLOT,,,114800,https://www.a-slot.com/SHOP/pioneer43_zzz.html,,,,-,,,
サンスリー スーパー海物語IN JAPAN祭,S,,1,是,51500,51500,0,0.0,A-SLOT,,,51500,https://www.a-slot.com/SHOP/s-santhree203.html,,,,-,,,
サンセイ CR PROJECT TK TT,,,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-SANSEI84.html,,,,,,-,,,
サンセイ CRおねだり!マスカットAA,,,1,否,42444,42444,0,0.0,ホームスロット,42444,https://home-slot.net/SHOP/p-SANSEI40.html,,,,,,-,,,
サンセイ CRおねだり!マスカットSS,,,1,否,89800,89800,0,0.0,ホームスロット,89800,https://home-slot.net/SHOP/p-SANSEI39.html,,,,,,-,,,
サンセイ CRパチクエネクストSWR,,,1,否,54253,54253,0,0.0,ホームスロット,54253,https://home-slot.net/SHOP/p-SANSEI17.html,,,,,,-,,,
サンセイ CR魔戒決戦牙王 2ch対応,,,1,否,152300,152300,0,0.0,ホームスロット,152300,https://home-slot.net/SHOP/p-SANSEI51.html,,,,,,-,,,
サンセイ ちょいパチキャプテン翼39,,,1,否,55200,55200,0,0.0,ホームスロット,55200,https://home-slot.net/SHOP/p-SANSEI90.html,,,,,,-,,,
サンセイ 忍術決戦CR双影HH 甘デジ,,,1,否,36231,36231,0,0.0,ホームスロット,36231,https://home-slot.net/SHOP/p-SANSEI38.html,,,,,,-,,,
サンセイ 転生したらスライムだった件,P,,1,是,62600,62600,0,0.0,ホームスロット,62600,https://home-slot.net/SHOP/p-sansei254.html,,,,,,-,,,
ジェイビー CRパトラッシュJ BLUE,,,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-jb19.html,,,,,,-,,,
ジェイビー CRフィーバーパワフル2018,,,1,否,65300,65300,0,0.0,ホームスロット,65300,https://home-slot.net/SHOP/p-jb28.html,,,,,,-,,,
ソフィア モモキュンソード 速撃3000+,P,,1,是,74100,74100,0,0.0,ホームスロット,74100,https://home-slot.net/SHOP/p-sophia200.html,,,,,,-,,,
タイヨーエレック CR BLOOD+ ATX,,,1,否,65300,65300,0,0.0,ホームスロット,65300,https://home-slot.net/SHOP/p-taiy13.html,,,,,,-,,,
タイヨーエレック CR BLOOD+ MTZ,,,1,否,41935,41935,0,0.0,ホームスロット,41935,https://home-slot.net/SHOP/p-taiy19.html,,,,,,-,,,
タイヨーエレック CRカメレオンLRT,,,1,否,40407,40407,0,0.0,ホームスロット,40407,https://home-slot.net/SHOP/p-taiyo29.html,,,,,,-,,,
タイヨーエレック CRビッグorスモール,,,1,否,71600,71600,0,0.0,ホームスロット,71600,https://home-slot.net/SHOP/p-taiyo62.html,,,,,,-,,,
タイヨーエレック CRペルソナ3 MTZ,,,1,否,43777,43777,0,0.0,ホームスロット,43777,https://home-slot.net/SHOP/p-taiyo10.html,,,,,,-,,,
タイヨーエレック CR萌えよ剣3 STX,,,1,否,55200,55200,0,0.0,ホームスロット,55200,https://home-slot.net/SHOP/p-taiyo42.html,,,,,,-,,,
デジハネCR鉄のラインバレルSTN,,Sammy,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-sammy56.html,,,,,,-,,,
ビスティ CRエヴァンゲリヲン7 赤枠,,,1,否,76600,76600,0,0.0,ホームスロット,76600,https://home-slot.net/SHOP/p-bisty31.html,,,,,,-,,,
ビスティ エヴァンゲリヲン~生命の鼓動~,,,1,否,89800,89800,0,0.0,ホームスロット,89800,https://home-slot.net/SHOP/s-sankyo52.html,,,,,,-,,,
ファイヤードリフト 白パネル ゴールド筐体,4号機,Sammy,1,否,144820,144820,0,0.0,A-SLOT,,,144820,https://www.a-slot.com/SHOP/sammy41_1.html,,,,-,,,
フィーバーアクエリオンW 最終決戦ver.,P,SANKYO,1,否,55200,55200,0,0.0,ホームスロット,55200,https://home-slot.net/SHOP/p-sankyo213.html,,,,,,-,,,
ブロス SLOTデッドオアアライブ5,,ユニバーサル,1,是,47700,47700,0,0.0,A-SLOT,,,47700,https://www.a-slot.com/SHOP/univerasal14.html,,,,-,,,
マクロスフロンティア2 クランパネル,,SANKYO,1,否,101000,101000,0,0.0,ホームスロット,101000,https://home-slot.net/SHOP/s-sankyo77.html,,,,,,-,,,
マルホン CR NINJA BLADE A,,,1,否,111100,111100,0,0.0,ホームスロット,111100,https://home-slot.net/SHOP/p-maruhon36.html,,,,,,-,,,
ルパン三世 ルパン一族の秘宝 青パネル,,平和,1,否,35209,35209,0,0.0,ホームスロット,35209,https://home-slot.net/SHOP/s-heiwa69.html,,,,,,-,,,
ロックマン アビリティ 史上最大の試練,,スパイキー,1,是,47700,47700,0,0.0,A-SLOT,,,47700,https://www.a-slot.com/SHOP/spyki_202.html,,,,-,,,
